Period,Parameters,Final Value,Total Return %,CAGR %,Max Drawdown %,Sharpe Ratio,Trades,vs QQQ %,QQQ Return %
3Y,"EMA(50) | Pivot(5,5)",36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,"EMA(50) | Pivot(5,7)",36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,"EMA(50) | Pivot(7,5)",36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,"EMA(50) | Pivot(7,7)",36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,EMA(50),36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,EMA(50),36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,EMA(50),36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,EMA(50),36993.01050274371,269.9301050274371,54.70449516626621,-35.26130159441133,1.209025107369586,21,149.57429490966405,120.35581011777305
3Y,"EMA(50) | SL:15% | Pivot(5,5)",34070.04550890912,240.7004550890912,50.51476937952395,-38.09142324834921,1.148491299210299,24,120.34464497131816,120.35581011777305
3Y,"EMA(50) | SL:15% | Pivot(5,7)",34070.04550890912,240.7004550890912,50.51476937952395,-38.09142324834921,1.148491299210299,24,120.34464497131816,120.35581011777305
3Y,"EMA(50) | SL:15% | Pivot(7,5)",34070.04550890912,240.7004550890912,50.51476937952395,-38.09142324834921,1.148491299210299,24,120.34464497131816,120.35581011777305
3Y,"EMA(50) | SL:15% | Pivot(7,7)",34070.04550890912,240.7004550890912,50.51476937952395,-38.09142324834921,1.148491299210299,24,120.34464497131816,120.35581011777305
