Period,Parameters,Final Value,Total Return %,CAGR %,Max Drawdown %,Sharpe Ratio,Trades,vs QQQ %,QQQ Return %
2Y,EMA(50),24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,EMA(50),24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,EMA(50),24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,EMA(50),24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,"EMA(50) | Pivot(7,7)",24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,"EMA(50) | Pivot(7,5)",24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,"EMA(50) | Pivot(5,7)",24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,"EMA(50) | Pivot(5,5)",24435.85713204138,144.35857132041377,56.36756555620441,-35.26130159441134,1.2650158893938126,12,84.8665247455657,59.49204657484807
2Y,EMA(12/21),23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,EMA(12/21),23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,EMA(12/21),23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,EMA(12/21),23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,"EMA(12/21) | Pivot(7,7)",23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,"EMA(12/21) | Pivot(7,5)",23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,"EMA(12/21) | Pivot(5,7)",23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,"EMA(12/21) | Pivot(5,5)",23659.7256679554,136.597256679554,53.86255426944791,-33.65881591086401,1.243115979855245,7,77.10521010470592,59.49204657484807
2Y,"EMA(12/21) | SL:15% | Pivot(5,5)",23576.284375331503,135.76284375331502,53.59081351629571,-36.55899194564099,1.2425563461493792,9,76.27079717846695,59.49204657484807
2Y,"EMA(12/21) | SL:15% | Pivot(5,7)",23576.284375331503,135.76284375331502,53.59081351629571,-36.55899194564099,1.2425563461493792,9,76.27079717846695,59.49204657484807
2Y,"EMA(12/21) | SL:15% | Pivot(7,5)",23576.284375331503,135.76284375331502,53.59081351629571,-36.55899194564099,1.2425563461493792,9,76.27079717846695,59.49204657484807
2Y,"EMA(12/21) | SL:15% | Pivot(7,7)",23576.284375331503,135.76284375331502,53.59081351629571,-36.55899194564099,1.2425563461493792,9,76.27079717846695,59.49204657484807
2Y,EMA(12/21) | SL:15%,23576.284375331503,135.76284375331502,53.59081351629571,-36.55899194564099,1.2425563461493792,9,76.27079717846695,59.49204657484807
